row col channels (xyc)
row 0---
col 0: ,362.23602,291.20706,96.0778,0.0,29.352665,0.0,547.4982,2130.2515,1577.4181,0.0,415.55762,0.0,490.07477,0.0,990.2463,0.0,877.48926,358.84674,1228.7145,188.20155,367.53574,318.4634,0.0,0.0,585.40955,526.6419,0.0,160.3481,0.0,657.72095,0.0,331.4797,0.0,82.5085,0.0,0.0,147.14687,0.0,239.84258,476.91925,380.96094,0.0,697.2222,750.95996,225.64764,0.0,161.75713,0.0,0.0,637.3039,0.0,393.39798,875.9439,1161.789,6863.2114,482.81454,0.0,621.0483,812.48486,212.84013,263.73627,1303.4823,43.87195,0.0,0.0,1438.923,279.56686,615.3339,1413.843,0.0,1135.4735,366.59158,0.0,493.73227,183.85838,911.84326,0.0,684.4223,1619.9932,109.54142,1054.9366,0.0,0.0,67.89994,0.0,119.99992,544.6859,47.686413,176.30101,82.81822,8.247725,290.4276,0.0,828.3306,979.62775,0.0,2000.3549,0.0,387.57718,0.0,0.0,623.8225,0.0,17.522799,0.0,104.71304,223.9388,968.7549,1297.9961,0.0,477.7259,329.65692,0.0,418.7036,0.0,514.42175,1410.7865,0.0,572.6188,0.0,647.2065,0.0,25.64586,525.8818,370.54456,0.0,0.0,0.0,0.0,28.571129,859.00964,168.70319,989.2561,0.0,580.53876,171.81056,232.56732,430.10968,0.0,1124.0841,0.0,352.27856,885.56976,0.0,0.0,1283.7997,878.4683,44.16484,13.448249,716.88116,686.28314,0.0,0.0,191.34906,398.2627,384.6933,0.0,0.0,0.0,1577.8385,396.9822,0.0,1331.8787,0.0,1189.9834,569.8903,187.03752,820.225,707.48804,0.0,0.0,0.0,695.7621,120.680244,625.00214,116.34565,0.0,0.0,0.0,0.0,0.0,959.6881,0.0,102.84206,1209.465,0.0,178.55405,0.0,0.0,881.9084,171.13191,691.00574,852.3147,0.0,670.9252,0.0,0.0,0.0,251.03082,697.3582,3314.601,267.53946,90.16554,0.0,27.405113,898.321,732.731,546.4684,551.65765,696.654,736.40466,1313.6239,923.95087,0.0,149.26921,0.0,590.7563,127.343735,622.31726,541.9195,212.9471,344.03394,0.0,0.0,254.83983,276.62534,1455.793,0.0,268.63757,0.0,129.13176,0.0,0.0,669.0453,0.0,493.91217,0.0,579.432,0.0,0.0,0.0,576.9762,0.0,196.46205,0.0,599.86365,18.197876,0.0,516.16754,330.1864,0.0,439.43143,0.0,924.66974,0.0,0.0
col 1: ,80.29532,146.20695,797.4434,0.0,0.0,0.0,356.38586,1355.4644,1024.9767,0.0,0.0,152.19348,1240.5747,0.0,0.0,727.62354,566.979,806.03845,1129.5424,0.0,0.0,19.598457,309.8753,25.269892,676.60236,276.70886,155.3305,0.0,273.73035,1152.4983,1064.5245,690.4551,0.0,0.0,0.0,0.0,282.86325,110.97839,0.0,0.0,594.8989,328.85,342.03995,594.4291,0.0,0.0,88.23036,0.0,188.61478,673.912,668.43304,548.5839,806.32904,1094.0778,2565.061,0.0,0.0,0.0,91.96646,366.24905,669.1985,1442.9893,712.5011,0.0,0.0,1308.387,350.36447,25.718388,970.5261,55.51993,931.0291,66.11854,0.0,438.4214,0.0,293.45184,234.87498,905.9123,1383.4357,304.35507,471.1721,0.0,820.68445,18.723305,472.32013,114.82513,599.32025,391.42017,0.04494234,0.0,279.29205,0.0,129.39221,613.0848,765.15845,0.0,1347.7649,0.0,1137.5503,0.0,953.43005,0.0,1145.8881,0.0,218.03938,0.0,0.0,325.6698,1456.6769,0.0,712.49054,612.46106,305.93515,253.09464,0.0,7.939674,0.0,271.05157,510.2451,0.0,904.4724,702.2528,248.86835,780.9344,947.0041,0.0,0.0,0.0,54.774616,0.0,718.7883,77.675575,288.5524,0.0,615.67957,0.0,768.9387,418.61798,0.0,238.44324,304.19345,0.0,443.6921,384.35104,278.70654,620.885,0.0,639.1794,72.29527,949.3652,683.5623,48.02776,0.0,0.0,241.10907,738.69574,0.0,0.0,1127.1501,1383.2979,226.3853,0.0,1129.4103,313.42624,1286.1116,0.0,0.0,0.0,0.0,0.0,0.0,268.45602,339.66287,190.78455,0.0,0.0,0.0,173.84892,0.0,0.0,17.114014,149.87251,168.88385,471.3989,157.35219,882.28955,0.0,0.0,226.01025,927.84503,889.67444,157.15991,489.57925,1518.0369,1001.2731,0.0,0.0,0.0,430.18674,861.36554,3032.022,1093.0958,0.0,0.0,246.4566,1348.2119,518.5921,1294.481,523.602,549.098,558.2993,987.195,1418.7523,392.77283,0.0,0.0,210.43045,519.3286,263.37338,0.0,0.0,1005.2313,150.3608,0.0,83.37443,190.26065,867.58435,0.0,357.26434,6.3363523,5.1150465,0.0,765.94495,530.1982,292.27277,144.61006,0.0,881.65247,146.85858,312.8996,0.0,527.3348,748.16327,960.6824,212.16046,100.24275,369.7487,2.8208554,586.12024,0.0,997.84357,979.5595,159.57658,1729.6771,0.0,0.0
col 2: ,0.0,0.0,121.55655,0.0,0.0,0.0,576.1215,1319.4364,356.93445,107.06147,0.0,454.3832,803.2229,203.37163,0.0,221.06892,90.42603,574.1673,0.0,0.0,0.0,0.0,261.58948,238.85942,593.1688,0.0,0.0,0.0,77.16838,764.3769,990.8029,779.3915,0.0,0.0,0.0,0.0,0.0,93.63765,0.0,148.60718,66.74105,224.52213,914.3309,492.35605,0.0,0.0,87.33256,90.913536,0.0,772.1837,620.23254,502.32196,321.14285,930.5293,2236.9016,409.46732,0.0,91.40602,49.935852,195.82408,816.4092,858.8347,0.0,0.0,0.0,1216.4512,308.5046,224.36613,780.7875,46.95153,717.7897,97.451935,0.0,0.0,0.0,71.361404,538.6358,705.42065,390.07092,22.42745,7.6388087,0.0,128.52892,0.0,83.20567,446.43283,482.34866,559.034,0.0,0.0,91.32359,0.0,59.28778,68.56548,41.74905,0.0,1195.1187,0.0,1207.5869,176.09488,401.51526,0.0,458.3029,27.594904,247.96,24.947914,0.0,137.70016,624.7754,0.0,135.45741,431.0543,193.04005,170.68332,0.0,0.0,0.0,0.0,229.26222,96.48942,264.26965,0.0,398.03104,176.10573,891.8255,0.0,49.858288,0.0,75.98339,0.0,446.704,0.0,96.15667,0.8507215,165.15332,0.0,590.7832,361.29218,0.0,173.52061,628.2716,0.0,685.85626,0.0,0.0,0.0,0.0,765.32196,119.279015,742.79846,710.4838,0.0,0.0,0.0,0.0,129.19878,0.0,0.0,805.01117,1310.1145,0.0,65.9486,70.44997,515.7504,404.39508,0.0,153.84364,0.0,0.0,308.18854,0.0,87.28236,0.0,5.6657734,302.15732,225.81996,0.0,31.142704,0.0,0.0,135.4238,0.0,158.15904,212.59326,241.47963,492.7043,0.0,0.0,5.5412564,1015.3105,203.56122,153.59538,162.52515,695.2887,1079.5559,0.0,0.0,0.0,620.10516,1106.972,2374.1836,962.8989,74.365685,0.0,0.0,541.1397,399.93753,405.36667,37.268795,323.7011,755.95624,691.2229,522.54956,549.68146,0.0,0.0,156.27159,0.0,172.31409,0.0,0.0,1229.625,0.0,0.0,19.332083,95.67792,8.3644285,0.0,24.09663,0.0,105.272484,0.0,346.86472,741.80005,418.07877,63.788067,0.0,499.90408,0.0,0.0,0.0,472.3193,0.0,397.75482,0.0,0.0,275.71936,762.0127,317.83224,0.0,1484.5269,0.0,197.556,380.5775,0.0,0.0
col 3: ,0.0,0.0,0.0,0.0,0.0,222.39964,416.06638,699.7752,173.6494,183.9271,0.0,427.81265,0.0,224.04507,90.630844,0.0,0.0,167.78035,0.0,0.0,0.0,0.0,120.317535,6.1475716,542.2705,190.02457,0.0,0.0,0.0,575.29083,724.7212,520.82385,0.0,12.240356,0.0,0.0,5.5196013,0.0,0.0,237.99773,0.0,276.55664,756.7557,323.3599,18.575802,2.9537454,157.1262,165.7173,44.52088,695.527,348.68985,418.25046,135.53647,728.816,1604.5182,370.4548,0.0,12.677323,0.0,23.995165,302.88516,151.7038,8.524052,0.0,0.0,1122.7849,490.01822,338.90793,832.63007,101.08499,421.01355,0.0,0.0,123.28029,0.0,0.0,498.52563,400.6177,0.0,0.0,0.0,112.48623,0.0,0.0,0.0,492.8902,202.6189,528.18726,0.0,0.0,0.0,0.0,0.0,0.0,93.63081,0.0,723.79364,0.0,1025.0233,479.80005,72.4429,0.0,0.0,128.90051,62.002552,0.0,0.0,23.328342,0.0,0.0,0.0,283.905,193.68863,244.90857,0.0,0.0,0.0,0.0,76.173134,309.60297,410.33826,66.03264,462.35922,172.37982,830.07117,0.0,88.32637,0.0,0.0,0.0,181.76733,0.0,49.2782,0.0,0.0,0.0,60.69736,291.03586,0.0,64.99834,396.47363,145.96854,709.9223,0.0,0.0,92.63934,0.0,164.17921,0.0,108.49196,298.81686,0.0,163.66821,69.78343,77.03903,0.0,0.0,0.0,487.57794,861.525,0.0,0.0,62.520813,557.82043,345.338,43.056686,274.184,0.0,0.0,436.96265,0.0,0.0,0.0,0.0,178.07924,314.41263,0.0,53.65874,0.0,137.86163,22.419376,0.0,29.14313,0.0,230.26372,26.147436,0.0,0.0,0.0,694.3194,0.0,43.69413,130.006,0.0,853.2535,143.5974,0.0,83.535065,127.47081,199.34984,1687.53,188.98982,0.0,0.0,0.0,383.1716,387.9559,362.78812,0.0,518.726,826.10223,517.14874,62.15351,245.54108,0.0,0.0,0.0,0.0,213.69545,0.0,116.64764,775.4949,0.0,0.0,0.0,83.020615,0.0,0.0,135.56854,0.0,100.8751,0.0,0.0,757.46356,377.16272,14.163537,0.0,0.0,0.0,0.0,0.0,373.6693,0.0,484.06677,0.0,0.0,83.06103,816.3887,210.3345,37.87373,1270.2263,0.0,136.02592,0.0,0.0,0.0
col 4: ,0.0,0.0,0.0,0.0,0.0,257.98273,148.41475,731.40137,147.6125,97.76157,0.0,518.43097,0.0,10.089784,423.21457,0.0,0.0,193.58624,0.0,0.0,0.0,0.0,73.2415,31.906124,523.178,190.67505,0.0,0.0,0.0,474.86884,379.14355,434.77362,0.0,0.0,0.0,0.0,69.054565,0.0,0.0,85.32554,0.0,202.96637,405.0416,288.02744,22.57426,0.0,352.2755,69.8404,232.19983,615.6645,209.873,429.84705,225.53735,490.91595,1504.9479,373.70367,0.0,61.288246,0.0,116.666985,298.11166,88.83151,0.0,0.0,0.0,1058.2931,497.12625,367.3811,719.5502,0.0,487.00143,24.059664,0.0,61.661793,0.0,0.0,474.83173,286.24356,0.0,0.0,186.13023,85.12826,0.0,0.0,0.0,447.37317,240.58061,498.50238,0.0,0.0,60.465282,0.0,0.0,0.0,57.626358,0.0,676.842,0.0,809.89575,530.1724,35.83686,0.0,0.0,128.39447,16.421236,0.0,0.0,34.482143,0.0,310.82642,0.0,265.0533,42.47706,254.07132,0.0,0.0,0.0,0.0,16.509274,588.0979,281.28964,25.990181,326.43863,63.10287,526.6861,0.0,52.569546,0.0,0.0,0.0,200.67508,0.0,42.88296,0.0,0.0,133.61342,139.71048,36.85886,0.0,278.19513,0.0,107.456,614.3208,0.0,0.0,115.04068,47.02148,0.0,0.0,188.15465,302.66714,0.0,172.8685,41.45386,79.36738,0.0,0.0,0.0,0.0,807.20026,31.300486,0.0,0.0,245.69832,157.81541,120.7345,218.65405,48.238964,30.863857,357.8891,0.0,0.0,0.0,0.0,224.90846,443.54694,0.0,271.61667,0.0,217.4525,0.0,41.49991,0.0,0.0,124.06299,0.0,0.0,0.0,0.0,578.01245,0.0,64.35488,187.23888,0.0,698.63904,90.06275,0.0,86.709625,0.0,321.01163,1408.1254,0.0,0.0,0.0,178.04259,265.35895,328.0408,290.58884,0.0,549.5277,890.528,548.733,67.08449,49.25474,0.0,0.0,0.0,0.0,26.936209,0.0,24.331495,256.2706,0.0,0.0,0.0,100.51571,0.0,0.0,205.67027,0.0,158.5962,0.0,0.0,281.65384,411.4072,30.160866,0.0,0.0,0.0,0.0,0.0,284.26462,0.0,543.06854,0.0,0.0,0.0,516.51373,176.96823,0.0,980.25745,0.0,214.76547,0.0,0.0,0.0
col 5: ,0.0,0.0,0.0,0.0,0.0,274.7962,509.6068,735.212,297.00775,168.04594,0.0,480.096,0.0,244.41357,341.9398,0.0,0.0,183.79425,0.0,25.29908,0.0,0.0,147.973,0.0,489.9957,190.7663,0.0,0.0,0.0,275.1543,149.50093,529.3532,0.0,60.170914,0.0,0.0,112.50883,0.0,0.0,12.786926,0.0,0.0,224.69061,319.17334,33.875263,47.683495,353.27493,0.0,227.67224,632.19696,104.943985,454.09845,311.60382,312.30878,1534.7749,388.64212,0.0,158.79533,37.525932,217.12936,377.0676,148.01114,0.0,2.821268,0.0,1109.37,601.2009,394.30142,634.9639,20.626732,581.5409,0.0,0.0,0.0,0.0,183.43326,558.34485,235.34767,0.0,0.0,208.50665,153.72375,0.0,0.0,0.0,491.47736,249.60701,514.73535,0.0,0.0,65.50267,0.0,0.0,0.0,72.2041,0.0,721.8056,0.0,759.7732,500.8563,0.0,0.0,0.0,2.9585686,90.62814,0.0,0.0,103.74929,0.0,298.67438,0.0,312.80936,0.0,229.21014,0.0,0.0,60.451897,0.0,75.80553,589.04706,101.87347,0.0,361.3788,391.7363,335.6063,0.0,89.31673,0.0,0.0,0.0,101.13079,0.0,30.797998,0.0,0.0,239.1583,122.88113,0.0,0.0,522.09717,0.0,0.0,628.58057,0.0,0.0,26.901556,206.91757,0.0,64.878235,233.69867,295.87796,0.0,0.0,116.80465,209.71266,0.0,0.0,0.0,0.0,712.21454,54.62959,53.29468,0.0,0.0,157.62837,67.24727,49.762333,67.11402,37.123768,278.94446,0.0,0.0,0.0,0.0,173.86037,504.96674,0.0,337.26617,0.0,206.35747,115.168976,124.84966,0.0,0.0,28.406733,0.0,45.047478,0.0,0.0,761.3529,0.0,13.180794,290.1242,0.0,515.4499,75.576195,0.0,28.017086,0.0,466.39832,1340.0092,0.0,0.0,0.0,190.36566,207.47455,262.20493,184.39285,0.0,451.7876,886.9512,765.9842,19.640514,57.40333,0.0,0.0,0.0,0.0,137.37929,0.0,0.0,0.0,0.0,0.0,0.0,74.58249,0.0,0.0,180.61867,0.0,217.47765,0.0,0.0,253.56493,436.04083,0.0,0.0,0.0,0.0,0.0,4.2981677,100.02314,0.0,446.6263,0.0,0.0,0.0,583.7974,105.39228,0.0,601.26373,0.0,217.67674,0.0,0.0,0.0
col 6: ,0.0,0.0,0.0,0.0,0.0,182.19427,459.22858,286.15558,306.61545,187.02185,0.0,438.35257,0.0,237.97302,101.6994,0.0,0.0,128.34044,0.0,121.81575,0.0,0.0,107.09503,9.758232,441.9516,245.04922,0.0,0.0,0.0,316.15115,137.06953,541.3337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.613976,0.0,0.0,315.70248,295.3913,49.60167,0.0,334.53696,21.591793,121.49755,620.2932,38.668835,462.69452,279.95447,357.51266,1435.9624,346.06097,0.0,199.46085,0.0,215.03583,349.21506,184.93753,0.0,0.0,0.0,1115.0739,626.8566,413.23395,573.3696,76.64064,442.04297,50.6175,0.0,0.0,0.0,0.0,598.82275,250.13826,0.0,0.0,303.0347,122.63567,0.0,0.0,0.0,387.0136,277.15295,472.16428,0.0,0.0,82.05207,0.0,0.0,0.0,78.89667,0.0,480.46753,0.0,840.69403,446.54837,0.0,0.0,0.0,0.0,119.22709,0.0,0.0,0.0,0.0,246.91856,0.0,343.59967,0.0,237.55176,0.0,0.0,0.0,0.0,149.37263,537.4163,87.56688,0.0,331.2638,358.44678,355.92093,0.0,30.859999,0.0,0.0,0.0,175.97554,0.0,97.55703,0.0,0.0,276.68643,90.20918,0.0,0.0,429.27026,0.0,0.0,505.6052,0.0,0.0,43.131054,52.27248,0.0,93.71932,233.83313,332.95285,0.0,0.0,151.7535,172.64334,0.0,0.0,0.0,0.0,634.10754,52.134754,57.246037,0.0,89.82332,241.21571,114.635345,93.712494,0.0,44.34558,219.70103,0.0,0.0,0.0,0.0,152.73788,517.13556,0.0,228.32402,0.0,99.99696,127.75403,117.653336,70.34815,0.0,56.02041,20.320683,0.0,0.0,0.0,591.0249,0.0,0.0,376.1077,0.0,590.9801,108.08542,0.0,18.189034,0.0,394.9897,1327.8313,0.0,0.0,0.0,119.95644,197.96829,244.22682,189.21367,0.0,366.01135,807.3438,695.6507,95.2511,178.50372,0.0,0.0,0.0,0.0,0.0,0.0,34.051155,81.71916,0.0,0.0,0.0,103.851074,0.0,0.0,136.74605,0.0,237.12721,0.0,0.0,65.25021,422.77124,28.684755,0.0,0.0,0.0,0.0,0.0,1.6091747,0.0,372.58737,0.0,0.0,0.0,582.093,103.03211,0.0,634.2487,0.0,209.29854,0.0,0.0,0.0
col 7: ,0.0,0.0,0.0,0.0,42.691883,183.94601,341.62952,168.96198,166.016,110.167656,0.0,409.33453,0.0,325.18143,123.17059,27.633472,0.0,101.366005,0.0,76.40276,20.142675,0.0,0.0,37.43761,393.80753,226.32156,0.0,0.0,0.0,192.70885,360.6859,462.81683,0.0,0.0,0.0,0.0,29.804907,92.29693,0.0,0.0,0.0,11.637892,420.8313,318.54688,65.24381,0.0,232.06104,0.0,121.375404,609.70044,57.104507,408.50208,344.32434,433.6709,1334.1343,304.37128,0.0,239.97311,0.0,252.70274,274.08304,193.30347,0.0,0.0,25.428919,1044.262,568.4068,436.53653,506.93805,77.88532,510.27295,109.88009,0.0,0.0,0.0,114.48949,476.42825,220.6053,0.0,0.0,278.76874,127.23432,0.0,0.0,31.069153,275.36935,248.8237,306.1374,0.0,0.0,139.0134,0.0,0.0,0.0,98.59842,0.0,484.6114,0.0,848.487,374.42035,54.942524,0.0,0.0,0.0,117.793396,0.0,0.0,31.457884,0.0,215.9307,0.0,274.17984,0.0,66.45133,0.0,0.0,40.063976,0.0,145.98344,477.4504,145.92467,0.0,173.85388,304.3334,253.0112,0.0,0.0,0.0,0.0,0.0,201.31645,0.0,106.885506,0.0,0.0,212.285,192.2845,3.4681494,0.0,397.81427,55.79201,0.0,377.70477,0.0,0.0,104.25167,0.0,71.83781,57.545303,266.17984,384.96173,0.0,0.0,173.95403,0.0,63.061554,0.0,0.0,0.0,532.02,40.668396,0.0,0.0,57.655994,294.5779,70.91391,0.5257517,75.41282,0.0,144.48209,0.0,0.0,0.0,0.0,134.29485,401.64343,0.0,195.77505,0.0,87.064285,48.176933,31.203606,83.336784,0.0,131.73575,88.68834,0.0,0.0,80.4841,431.9345,0.0,35.161785,344.23065,88.50353,596.95233,138.55377,0.0,15.796959,0.0,461.552,1263.1053,0.0,46.543015,0.0,0.0,192.34656,244.65503,239.56668,0.0,315.33505,700.30444,520.2898,159.77142,183.67711,0.0,0.0,0.0,0.0,0.0,0.0,46.322117,119.10928,0.0,0.0,0.0,31.925259,48.42544,0.0,199.74773,24.843563,272.57574,0.0,0.0,102.260056,303.16486,46.7264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.7712,0.0,0.0,0.0,533.7419,171.11073,0.0,555.1574,0.0,164.43845,121.75146,0.0,0.0
col 8: ,0.0,0.0,0.0,0.0,0.0,121.27374,227.38287,123.48849,156.45325,60.19995,0.0,456.87137,0.0,258.794,116.120155,0.0,0.0,103.07687,0.0,81.858986,0.0,0.0,18.074621,0.0,312.67264,206.84758,0.0,0.0,0.0,529.18787,279.6511,370.13397,18.6821,0.0,0.0,0.0,0.0,0.0,0.0,48.574123,0.0,28.442453,602.6124,368.39236,44.581917,35.920242,351.62994,0.0,168.12683,499.61996,30.246624,271.6258,200.5643,388.84042,1403.4263,505.17563,0.0,118.72961,82.47782,161.53107,266.39252,130.9531,0.0,0.0,0.0,1106.1373,420.678,387.9781,744.7484,142.72693,610.9788,163.89241,0.0,0.0,0.0,30.288002,559.2578,294.4607,1.16096,0.0,409.23013,0.0,0.0,122.64251,0.0,348.26892,152.21754,252.87215,0.0,82.16936,217.8129,0.0,0.0,0.0,25.843027,0.0,609.7086,0.0,719.29083,414.53918,119.00902,0.0,0.0,360.14212,66.92463,0.0,0.0,62.35184,49.27306,248.7082,0.0,196.66438,0.0,93.9283,0.0,0.0,0.0,0.0,100.66252,623.2401,162.48877,0.0,44.97899,151.15126,158.69154,0.0,154.81198,0.0,0.0,13.257935,165.5117,0.0,272.5981,0.0,0.0,345.22687,259.22495,121.3285,0.0,345.02603,83.709526,0.0,464.87125,0.0,0.0,0.0,219.60873,89.38295,16.464373,255.11426,445.68658,0.0,0.0,24.623709,102.48308,56.899853,0.0,0.0,0.0,527.5107,26.895754,0.0,0.0,148.43341,54.262123,100.88071,94.59177,0.0,0.0,134.94713,0.0,0.0,0.0,0.0,235.86667,409.0686,0.0,252.27159,0.0,67.10411,198.6449,332.70273,24.552744,0.0,370.72235,106.4278,0.0,0.0,0.0,380.476,0.0,123.58836,353.52887,0.0,731.0532,234.6439,0.0,0.0,0.0,274.57596,1426.8124,0.0,0.0,0.0,99.29545,171.67586,319.68423,313.6865,0.0,324.5127,720.7788,467.2055,123.05222,53.60721,0.0,0.0,0.0,0.0,31.479643,0.0,0.0,20.394373,0.0,0.0,0.0,20.226961,0.0,2.4506373,184.30634,0.0,237.2663,0.0,0.0,0.0,270.9645,0.0,0.0,0.0,0.0,0.0,258.69473,214.70132,0.0,236.9616,0.0,0.0,0.0,687.61444,660.5294,0.0,653.1166,0.0,130.46375,0.0,0.0,0.0
col 9: ,0.0,0.0,0.0,69.56327,0.0,0.0,843.4705,869.5274,219.19922,0.0,0.0,0.0,235.24045,283.83612,221.94006,0.0,59.044933,0.0,585.17554,0.0,0.0,0.0,0.0,0.0,360.1524,598.6673,0.0,34.87201,0.0,866.4171,340.37277,465.51746,0.0,0.0,385.34906,528.0161,1578.2964,0.0,0.0,64.08909,169.56561,0.0,588.7961,369.66565,37.170944,178.8872,122.0265,0.0,540.34973,372.97675,0.0,0.0,276.97778,524.8841,1804.1077,338.68686,0.0,138.33139,980.89575,71.07411,257.70404,433.8449,0.0,28.232119,0.0,1363.1777,286.86456,415.2697,934.9812,143.99142,1010.24615,111.37716,0.0,237.93346,1204.0273,90.000984,396.64502,777.622,596.0432,0.0,237.43335,70.03384,0.0,595.7018,0.0,346.58118,87.89801,226.3917,0.0,93.61178,92.72394,0.0,0.0,688.3401,15.3159075,0.0,808.6246,0.0,625.3007,191.37642,0.0,0.0,0.0,470.102,68.69685,250.64473,0.0,219.68991,809.28186,0.0,0.0,247.77504,24.93267,0.0,0.0,0.0,1193.586,65.46565,117.16142,370.16415,226.3257,0.0,86.954414,329.23666,209.64532,0.0,0.0,0.0,0.0,135.7607,196.5665,0.0,383.2384,0.0,0.0,215.70209,341.66962,0.0,0.0,367.5847,0.0,69.376434,729.76434,737.4915,0.0,790.3181,1529.3951,0.0,0.0,1.2287451,598.37006,0.0,0.0,0.0,451.70825,0.0,0.0,0.0,0.0,999.62085,258.4685,0.0,446.81482,119.22586,609.5966,0.0,212.61319,971.6974,1601.2076,0.0,0.0,0.0,319.11185,0.0,73.6649,824.04846,0.0,74.720985,0.0,0.0,45.818024,1026.2367,0.0,105.614426,376.85193,0.0,784.67786,0.0,0.0,515.8825,19.535343,56.60019,342.37698,0.0,726.46796,205.88069,0.0,0.0,0.0,278.47913,2004.7595,0.0,0.0,201.44304,0.0,229.04308,452.03482,402.99872,40.75683,313.1777,637.6407,1100.1322,807.02075,270.23993,0.0,0.0,0.0,184.85341,154.9804,0.0,183.60982,108.13477,503.58868,0.0,0.0,272.2291,176.35016,0.0,99.47283,73.08167,65.8558,0.0,0.0,516.79193,211.61046,0.0,295.09595,558.66327,0.0,0.0,274.2639,934.2828,0.0,790.1425,0.0,256.22757,0.0,522.8601,826.28375,185.67728,526.7371,318.81735,390.35776,0.0,0.0,0.0
