row col channels (xyc)
row 0---
col 0: ,-96.939,-64.779,-50.68
col 1: ,-97.939,-65.779,-51.68
col 2: ,-100.939,-65.779,-54.68
col 3: ,-101.939,-64.779,-53.68
col 4: ,-103.939,-66.779,-53.68
col 5: ,-98.939,-64.779,-50.68
col 6: ,-94.939,-62.779,-48.68
col 7: ,-86.939,-56.779,-46.68
col 8: ,-75.939,-47.779,-39.68
col 9: ,-75.939,-46.779,-40.68
col 10: ,-68.939,-37.779,-31.68
col 11: ,-66.939,-32.779,-25.68
col 12: ,-72.939,-33.779,-24.68
col 13: ,-74.939,-31.779,-21.68
col 14: ,-76.939,-30.779,-21.68
col 15: ,-74.939,-28.779,-19.68
col 16: ,-71.939,-32.779,-22.68
col 17: ,-71.939,-34.779,-23.68
col 18: ,-66.939,-29.779,-18.68
col 19: ,-66.939,-27.779,-18.68
col 20: ,-69.939,-27.779,-19.68
col 21: ,-70.939,-28.779,-20.68
col 22: ,-68.939,-29.779,-20.68
col 23: ,-67.939,-27.779,-21.68
col 24: ,-66.939,-27.779,-22.68
col 25: ,-66.939,-27.779,-22.68
col 26: ,-65.939,-26.779,-21.68
col 27: ,-63.939003,-25.779,-22.68
col 28: ,-60.939003,-24.779,-21.68
col 29: ,-59.939003,-25.779,-24.68
col 30: ,-60.939003,-24.779,-21.68
col 31: ,-61.939003,-25.779,-22.68
col 32: ,-62.939003,-26.779,-25.68
col 33: ,-60.939003,-28.779,-22.68
col 34: ,-59.939003,-28.779,-22.68
col 35: ,-59.939003,-28.779,-22.68
col 36: ,-60.939003,-27.779,-23.68
col 37: ,-61.939003,-28.779,-24.68
col 38: ,-60.939003,-28.779,-22.68
col 39: ,-61.939003,-29.779,-22.68
col 40: ,-63.939003,-31.779,-24.68
col 41: ,-63.939003,-32.779,-26.68
col 42: ,-60.939003,-31.779,-25.68
col 43: ,-58.939003,-29.779,-23.68
col 44: ,-61.939003,-30.779,-24.68
col 45: ,-61.939003,-32.779,-26.68
col 46: ,-59.939003,-33.779,-26.68
col 47: ,-55.939003,-33.779,-26.68
col 48: ,-55.939003,-33.779,-27.68
col 49: ,-57.939003,-35.779,-29.68
col 50: ,-54.939003,-33.779,-27.68
col 51: ,-56.939003,-34.779,-31.68
col 52: ,-53.939003,-34.779,-30.68
col 53: ,-56.939003,-34.779,-31.68
col 54: ,-57.939003,-35.779,-32.68
col 55: ,-58.939003,-37.779,-31.68
col 56: ,-57.939003,-36.779,-30.68
col 57: ,-58.939003,-35.779,-32.68
col 58: ,-60.939003,-34.779,-32.68
col 59: ,-60.939003,-34.779,-32.68
col 60: ,-58.939003,-35.779,-32.68
col 61: ,-54.939003,-35.779,-31.68
col 62: ,-51.939003,-36.779,-32.68
col 63: ,-51.939003,-35.779,-33.68
col 64: ,-55.939003,-34.779,-35.68
col 65: ,-53.939003,-35.779,-33.68
col 66: ,-50.939003,-35.779,-31.68
col 67: ,-49.939003,-36.779,-29.68
col 68: ,-48.939003,-37.779,-32.68
col 69: ,-50.939003,-36.779,-33.68
col 70: ,-50.939003,-36.779,-33.68
col 71: ,-50.939003,-35.779,-35.68
col 72: ,-49.939003,-36.779,-36.68
col 73: ,-48.939003,-35.779,-35.68
col 74: ,-49.939003,-37.779,-34.68
col 75: ,-52.939003,-38.779,-35.68
col 76: ,-51.939003,-37.779,-34.68
col 77: ,-51.939003,-37.779,-34.68
col 78: ,-50.939003,-36.779,-33.68
col 79: ,-51.939003,-35.779,-35.68
col 80: ,-50.939003,-33.779,-35.68
col 81: ,-48.939003,-33.779,-33.68
col 82: ,-45.939003,-37.779,-36.68
col 83: ,-10.939003,-10.778999,-9.68
col 84: ,8.060997,6.2210007,3.3199997
col 85: ,8.060997,4.2210007,0.3199997
col 86: ,3.060997,2.2210007,-2.6800003
col 87: ,3.060997,2.2210007,-0.6800003
col 88: ,9.060997,8.221001,5.3199997
col 89: ,7.060997,6.2210007,3.3199997
col 90: ,7.060997,6.2210007,3.3199997
col 91: ,7.060997,6.2210007,3.3199997
col 92: ,6.060997,5.2210007,2.3199997
col 93: ,7.060997,6.2210007,3.3199997
col 94: ,3.060997,5.2210007,1.3199997
col 95: ,2.060997,6.2210007,2.3199997
col 96: ,0.06099701,6.2210007,2.3199997
col 97: ,1.060997,5.2210007,1.3199997
col 98: ,4.060997,4.2210007,-0.6800003
col 99: ,3.060997,3.2210007,-1.6800003
col 100: ,1.060997,3.2210007,-1.6800003
col 101: ,0.06099701,2.2210007,-1.6800003
col 102: ,-2.939003,1.2210007,-2.6800003
col 103: ,-0.939003,0.22100067,-0.6800003
col 104: ,1.060997,0.22100067,-0.6800003
col 105: ,-2.939003,-1.7789993,-2.6800003
col 106: ,-5.939003,-2.7789993,-2.6800003
col 107: ,2.060997,3.2210007,2.3199997
col 108: ,-18.939003,-20.779,-23.68
col 109: ,-83.939,-91.779,-97.68
col 110: ,-69.939,-82.779,-89.68
col 111: ,-72.939,-87.779,-95.68
col 112: ,-93.939,-106.779,-119.68
col 113: ,-84.939,-100.779,-111.68
col 114: ,-79.939,-97.779,-107.68
col 115: ,-79.939,-99.779,-109.68
col 116: ,-68.939,-88.779,-98.68
col 117: ,-72.939,-90.779,-98.68
col 118: ,-79.939,-97.779,-105.68
col 119: ,-80.939,-98.779,-106.68
col 120: ,-76.939,-98.779,-108.68
col 121: ,-73.939,-97.779,-108.68
col 122: ,-65.939,-90.779,-101.68
col 123: ,-56.939003,-84.779,-93.68
col 124: ,-59.939003,-87.779,-96.68
col 125: ,-58.939003,-86.779,-95.68
col 126: ,-58.939003,-86.779,-95.68
col 127: ,-61.939003,-89.779,-98.68
col 128: ,-64.939,-89.779,-100.68
col 129: ,-60.939003,-85.779,-96.68
col 130: ,-55.939003,-80.779,-91.68
col 131: ,-50.939003,-73.779,-87.68
col 132: ,-51.939003,-73.779,-89.68
col 133: ,-47.939003,-69.779,-85.68
col 134: ,-40.939003,-65.779,-78.68
col 135: ,-31.939003,-57.779,-72.68
col 136: ,-28.939003,-52.779,-67.68
col 137: ,-27.939003,-51.779,-66.68
col 138: ,-25.939003,-47.779,-63.68
col 139: ,-18.939003,-41.779,-55.68
col 140: ,-11.939003,-34.779,-48.68
col 141: ,-11.939003,-33.779,-49.68
col 142: ,-16.939003,-36.779,-52.68
col 143: ,-18.939003,-39.779,-53.68
col 144: ,-23.939003,-43.779,-59.68
col 145: ,-28.939003,-48.779,-64.68
col 146: ,-34.939003,-54.779,-70.68
col 147: ,-35.939003,-55.779,-71.68
col 148: ,-35.939003,-57.779,-73.68
col 149: ,-36.939003,-58.779,-74.68
col 150: ,-35.939003,-57.779,-74.68
col 151: ,-37.939003,-56.779,-74.68
col 152: ,-37.939003,-57.779,-73.68
col 153: ,-36.939003,-57.779,-71.68
col 154: ,-36.939003,-58.779,-74.68
