id,value
0,0.0
1,0.0
2,0.0
3,6.851394
4,0.0
5,0.0
6,5.5140905
7,0.0
8,0.0
9,4.9044294
10,0.0
11,0.0
12,3.8528368
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,2.3311617
25,0.0
26,0.96782583
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,3.5174487
36,0.0
37,2.308341
38,3.977725
39,3.7366114
40,0.0
41,0.0
42,1.1433033
43,0.09003165
44,0.0
45,1.0002697
46,2.196274
47,0.9851446
48,0.0
49,0.0
50,0.032057017
51,0.0
52,0.0
53,2.702013
54,0.0
55,4.367695
56,0.0
57,2.5874658
58,2.8429823
59,1.6842891
60,0.0
61,0.0
62,0.0
63,0.947204
64,0.0
65,0.0
66,0.0
67,0.8108058
68,0.0
69,0.074991554
70,0.0
71,2.6797879
72,0.0
73,1.1864966
74,0.0
75,0.9475669
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,3.248847
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,3.872091
129,0.0
130,1.9297869
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,1.302322
137,1.2099597
138,0.0
139,0.0
140,0.74522877
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,1.613866
147,0.0
148,1.8538669
149,0.0
150,0.0
151,1.9608464
152,0.0
153,0.0
154,0.0
155,0.0
156,2.651613
157,0.0
158,0.0
159,0.85685444
160,6.704384
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.7990177
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,4.654806
176,0.0
177,1.6449456
178,3.5431826
179,0.0
180,0.0
181,4.9362464
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,2.6988494
197,4.574666
198,0.0
199,0.0
200,5.605195
201,0.5809753
202,0.0
203,0.0
204,0.19651069
205,7.300997
206,0.74161476
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.0156516
215,0.0
216,0.0
217,0.0
218,0.0
219,0.89421785
220,0.0
221,0.0
222,0.0
223,4.053563
224,0.0
225,1.8237956
226,1.0094426
227,0.0
228,0.4792288
229,0.0
230,2.6219752
231,0.40840352
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,2.9503918
238,0.0
239,3.1094856
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.8318187
248,0.0
249,1.3196208
250,0.0
251,0.0
252,0.0
253,0.79253054
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.17799634
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,2.62633
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,3.6513054
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.81675076
298,0.0
299,0.0
300,4.301468
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,3.2250407
314,0.0
315,0.0
316,0.0
317,2.3408103
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,2.374349
324,1.272023
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,3.3064454
331,0.0
332,0.0
333,0.0
334,0.43547577
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,2.2952256
345,0.0
346,0.65824497
347,0.0
348,0.0
349,5.4323034
350,0.0
351,2.61415
352,0.0
353,5.418221
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.5163624
361,0.21403813
362,4.7638707
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,1.5820112
369,0.0
370,0.0
371,0.0
372,2.1727014
373,4.9962225
374,1.8502655
375,0.0
376,1.4676814
377,0.0
378,0.0
379,4.5893464
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,2.1974242
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.88737726
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,2.6817567
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,1.1773552
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,1.2186241
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,3.170144
433,0.0
434,0.0
435,0.17825195
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.13290471
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,7.0004954
454,5.9258013
455,0.0
456,0.0
457,0.0
458,0.0
459,4.191127
460,0.0
461,5.4033203
462,0.0
463,2.9611318
464,6.342478
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,2.4208584
472,7.9682574
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.30211306
481,1.0791996
482,0.7017637
483,0.0
484,1.6832156
485,0.16571817
486,0.0
487,0.0
488,0.0
489,0.0
490,4.1487017
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,2.4310992
497,0.0
498,0.8000797
499,0.0
500,0.0
501,0.383825
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,2.151891
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.76974213
524,0.0
525,0.0
526,0.0
527,2.8933828
528,3.7711978
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,2.056315
537,0.0
