Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
3245,10316087,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,1,8,2006,15.0,192953.0,Population,0.0,0.0,,,0.0,,,,48056.0,Hard Coral,20.0,17.5,,,18.75,298.55,298.59,300.18,296.01,303.94,1.37,8.0,-0.18,0.8,0.0,-3.33,2.63,10.0,4.06,18.0,4.0,3.04,2.46,16.93,1.47,-3.09,1.37,-5.67,2.25,-1.49,2.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316087,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,1,8,2006,15.0,204048.0,Colony,0.0,0.0,,,0.0,,,,48056.0,Hard Coral,20.0,17.5,,,18.75,298.55,298.59,300.18,296.01,303.94,1.37,8.0,-0.18,0.8,0.0,-3.33,2.63,10.0,4.06,18.0,4.0,3.04,2.46,16.93,1.47,-3.09,1.37,-5.67,2.25,-1.49,2.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316084,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,31,10,2007,15.0,192955.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48052.0,Hard Coral,37.5,30.0,37.5,27.5,33.125,300.45,300.79,300.18,296.01,303.94,1.37,5.0,1.2,0.8,0.0,-3.33,2.63,13.0,4.06,18.0,4.0,10.12,2.46,16.93,1.47,-0.89,1.37,-5.67,2.25,-1.49,0.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316084,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,31,10,2007,15.0,204050.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48052.0,Hard Coral,37.5,30.0,37.5,27.5,33.125,300.45,300.79,300.18,296.01,303.94,1.37,5.0,1.2,0.8,0.0,-3.33,2.63,13.0,4.06,18.0,4.0,10.12,2.46,16.93,1.47,-0.89,1.37,-5.67,2.25,-1.49,0.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316088,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,31,10,2007,7.0,192954.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48051.0,Hard Coral,42.5,27.5,30.0,37.5,34.375,300.45,300.79,300.18,296.01,303.94,1.37,5.0,1.2,0.8,0.0,-3.33,2.63,13.0,4.06,18.0,4.0,10.12,2.46,16.93,1.47,-0.89,1.37,-5.67,2.25,-1.49,0.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316088,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,31,10,2007,7.0,204049.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48051.0,Hard Coral,42.5,27.5,30.0,37.5,34.375,300.45,300.79,300.18,296.01,303.94,1.37,5.0,1.2,0.8,0.0,-3.33,2.63,13.0,4.06,18.0,4.0,10.12,2.46,16.93,1.47,-0.89,1.37,-5.67,2.25,-1.49,0.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316086,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,1,8,2006,11.0,192952.0,Population,0.0,0.0,,,0.0,,,,48053.0,Hard Coral,40.0,32.5,,,36.25,298.55,298.59,300.18,296.01,303.94,1.37,8.0,-0.18,0.8,0.0,-3.33,2.63,10.0,4.06,18.0,4.0,3.04,2.46,16.93,1.47,-3.09,1.37,-5.67,2.25,-1.49,2.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316086,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,1,8,2006,11.0,204047.0,Colony,0.0,0.0,,,0.0,,,,48053.0,Hard Coral,40.0,32.5,,,36.25,298.55,298.59,300.18,296.01,303.94,1.37,8.0,-0.18,0.8,0.0,-3.33,2.63,10.0,4.06,18.0,4.0,3.04,2.46,16.93,1.47,-3.09,1.37,-5.67,2.25,-1.49,2.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316085,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,19,11,2008,11.0,192957.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48055.0,Hard Coral,40.0,50.0,25.0,35.0,37.5,300.96,301.51,300.18,296.01,303.94,1.37,5.0,1.41,0.8,0.0,-3.33,2.63,6.0,4.06,18.0,4.0,3.65,2.46,16.93,1.47,-0.17,1.37,-5.67,2.25,-1.49,0.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
3245,10316085,Reef_Check,-18.19166667,177.6015,177.36.09E.18.11.50S,Pacific,Central Indo-Pacific,Fiji,,526.74,Exposed,0.0361,58.132608,19,11,2008,11.0,204052.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48055.0,Hard Coral,40.0,50.0,25.0,35.0,37.5,300.96,301.51,300.18,296.01,303.94,1.37,5.0,1.41,0.8,0.0,-3.33,2.63,6.0,4.06,18.0,4.0,3.65,2.46,16.93,1.47,-0.17,1.37,-5.67,2.25,-1.49,0.0,1.35,6.0,1.0,0.0,0.97,7.92,0.34
