Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
3028,10317117,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,3,9,2019,10.0,197510.0,Population,0.0,0.0,0.0,0.0,0.0,,,,49054.0,Hard Coral,17.5,7.5,12.5,17.5,13.75,262.15,301.0725,297.0225,291.6525,302.26,2.155,5.0,1.2625,0.9075,0.0,-3.52,3.5525,13.5,6.6075,34.5,5.75,10.875,3.6825,23.6025,2.1375,1.255,2.155,-8.1575,2.44,-2.78,3.75,2.1725,8.0,1.0,5.7575,1.655,11.03,0.5725
3028,10317117,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,3,9,2019,10.0,208538.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,49054.0,Hard Coral,17.5,7.5,12.5,17.5,13.75,262.15,301.0725,297.0225,291.6525,302.26,2.155,5.0,1.2625,0.9075,0.0,-3.52,3.5525,13.5,6.6075,34.5,5.75,10.875,3.6825,23.6025,2.1375,1.255,2.155,-8.1575,2.44,-2.78,3.75,2.1725,8.0,1.0,5.7575,1.655,11.03,0.5725
3028,10317121,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,5,9,2016,10.0,193475.0,Population,0.0,0.0,0.0,11.0,2.75,,,,49053.0,Hard Coral,10.0,10.0,15.0,22.5,14.375,262.15,299.7925,296.9775,291.6525,302.1475,2.1425,5.0,0.0675,0.9,0.0,-3.4625,3.5925,23.0,6.585,35.25,5.75,8.35,3.71,24.065,2.125,0.0325,2.1425,-8.105,2.38,-2.77,5.75,2.285,8.0,1.25,2.2075,1.7125,11.43,0.5825
3028,10317121,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,5,9,2016,10.0,204558.0,Colony,0.0,0.0,0.0,30.0,7.5,,,,49053.0,Hard Coral,10.0,10.0,15.0,22.5,14.375,262.15,299.7925,296.9775,291.6525,302.1475,2.1425,5.0,0.0675,0.9,0.0,-3.4625,3.5925,23.0,6.585,35.25,5.75,8.35,3.71,24.065,2.125,0.0325,2.1425,-8.105,2.38,-2.77,5.75,2.285,8.0,1.25,2.2075,1.7125,11.43,0.5825
3028,10317123,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,6,8,2005,8.0,193470.0,Population,0.0,0.0,0.0,0.0,0.0,,,,49052.0,Hard Coral,27.5,15.0,15.0,7.5,16.25,262.15,300.5075,296.9775,291.6525,302.1475,2.1425,6.0,0.935,0.9,0.0,-3.4625,3.5925,7.25,6.585,35.25,5.75,3.5825,3.71,24.065,2.125,0.7475,2.1425,-8.105,2.38,-2.77,0.25,2.285,8.0,1.25,0.2975,1.7125,11.43,0.5825
3028,10317123,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,6,8,2005,8.0,204553.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,49052.0,Hard Coral,27.5,15.0,15.0,7.5,16.25,262.15,300.5075,296.9775,291.6525,302.1475,2.1425,6.0,0.935,0.9,0.0,-3.4625,3.5925,7.25,6.585,35.25,5.75,3.5825,3.71,24.065,2.125,0.7475,2.1425,-8.105,2.38,-2.77,0.25,2.285,8.0,1.25,0.2975,1.7125,11.43,0.5825
3028,10321527,Reef_Check,28.55430556,34.52030556,NSCanyonGarden,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,14,9,2011,10.0,197027.0,Population,0.0,0.0,0.0,0.0,0.0,,,,53286.0,Hard Coral,5.0,20.0,22.5,22.5,17.5,262.15,299.8475,296.9775,291.6525,302.1475,2.1425,4.0,0.265,0.9,0.0,-3.4625,3.5925,18.25,6.585,35.25,5.75,0.64,3.71,24.065,2.125,0.0875,2.1425,-8.105,2.38,-2.77,2.5,2.285,8.0,1.25,0.0,1.7125,11.43,0.5825
3028,10321527,Reef_Check,28.55430556,34.52030556,NSCanyonGarden,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,14,9,2011,10.0,207923.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,53286.0,Hard Coral,5.0,20.0,22.5,22.5,17.5,262.15,299.8475,296.9775,291.6525,302.1475,2.1425,4.0,0.265,0.9,0.0,-3.4625,3.5925,18.25,6.585,35.25,5.75,0.64,3.71,24.065,2.125,0.0875,2.1425,-8.105,2.38,-2.77,2.5,2.285,8.0,1.25,0.0,1.7125,11.43,0.5825
3028,10317122,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,21,3,2015,10.0,193473.0,Population,0.0,0.0,0.0,0.0,0.0,,,,49047.0,Hard Coral,25.0,17.5,17.5,20.0,20.0,262.15,294.9375,296.9775,291.6525,302.1475,2.1425,4.0,0.6275,0.9,0.0,-3.4625,3.5925,6.75,6.585,35.25,5.75,0.0,3.71,24.065,2.125,-4.8225,2.1425,-8.105,2.38,-2.77,1.75,2.285,8.0,1.25,0.0,1.7125,11.43,0.5825
3028,10317122,Reef_Check,28.55430556,34.52030556,34.31.13.1E.28.33.15.5N,Red Sea,Western Indo-Pacific,Egypt,,22.02,Sheltered,0.035301361,47.938383,21,3,2015,10.0,204556.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,49047.0,Hard Coral,25.0,17.5,17.5,20.0,20.0,262.15,294.9375,296.9775,291.6525,302.1475,2.1425,4.0,0.6275,0.9,0.0,-3.4625,3.5925,6.75,6.585,35.25,5.75,0.0,3.71,24.065,2.125,-4.8225,2.1425,-8.105,2.38,-2.77,1.75,2.285,8.0,1.25,0.0,1.7125,11.43,0.5825
