Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
5638,10308207,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,15,8,2014,3.0,187295.0,Population,0.0,0.0,0.0,0.0,0.0,,,,40336.0,Hard Coral,42.5,20.0,37.5,30.0,32.5,302.25,301.87,301.78,296.85,305.52,1.31,1.0,0.06,0.93,0.0,-3.724444444,3.0,8.0,6.25,32.0,6.0,2.89,3.52,19.54,2.35,-1.33,1.31,-6.34,2.31,-1.41,2.0,2.07,10.0,1.0,1.28,1.4,13.65,0.38
5638,10308207,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,15,8,2014,3.0,198591.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,40336.0,Hard Coral,42.5,20.0,37.5,30.0,32.5,302.25,301.87,301.78,296.85,305.52,1.31,1.0,0.06,0.93,0.0,-3.724444444,3.0,8.0,6.25,32.0,6.0,2.89,3.52,19.54,2.35,-1.33,1.31,-6.34,2.31,-1.41,2.0,2.07,10.0,1.0,1.28,1.4,13.65,0.38
5638,10308211,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,27,7,2018,7.0,187299.0,Population,0.0,0.0,0.0,0.0,0.0,,,,40331.0,Hard Coral,25.0,40.0,52.5,57.5,43.75,302.13,303.13,301.79,296.85,305.54,1.31,2.0,1.3,0.92,0.0,-3.765555556,2.98,11.0,6.08,31.0,6.0,5.51,3.5,19.39,2.36,-0.1,1.31,-6.37,2.3,-1.43,3.0,1.84,9.0,1.0,4.0,1.37,13.41,0.39
5638,10308211,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,27,7,2018,7.0,198595.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,40331.0,Hard Coral,25.0,40.0,52.5,57.5,43.75,302.13,303.13,301.79,296.85,305.54,1.31,2.0,1.3,0.92,0.0,-3.765555556,2.98,11.0,6.08,31.0,6.0,5.51,3.5,19.39,2.36,-0.1,1.31,-6.37,2.3,-1.43,3.0,1.84,9.0,1.0,4.0,1.37,13.41,0.39
5638,10308210,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,5,6,2017,3.5,187298.0,Population,20.0,10.0,20.0,10.0,15.0,,,,40333.0,Hard Coral,40.0,67.5,45.0,45.0,49.375,301.9,303.07,301.78,296.85,305.52,1.31,2.0,0.14,0.93,0.0,-3.724444444,3.0,15.0,6.25,32.0,6.0,3.08,3.52,19.54,2.35,-0.13,1.31,-6.34,2.31,-1.41,1.0,2.07,10.0,1.0,1.22,1.4,13.65,0.38
5638,10308210,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,5,6,2017,3.5,198594.0,Colony,50.0,40.0,50.0,40.0,45.0,,,,40333.0,Hard Coral,40.0,67.5,45.0,45.0,49.375,301.9,303.07,301.78,296.85,305.52,1.31,2.0,0.14,0.93,0.0,-3.724444444,3.0,15.0,6.25,32.0,6.0,3.08,3.52,19.54,2.35,-0.13,1.31,-6.34,2.31,-1.41,1.0,2.07,10.0,1.0,1.22,1.4,13.65,0.38
5638,10308206,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,29,6,2019,4.2,197937.0,Population,10.0,0.0,0.0,0.0,2.5,,,,40332.0,Hard Coral,57.5,40.0,55.0,50.0,50.625,301.82,302.64,301.79,296.85,305.54,1.31,2.0,0.32,0.92,0.0,-3.765555556,2.98,13.0,6.08,31.0,6.0,5.67,3.5,19.39,2.36,-0.59,1.31,-6.37,2.3,-1.43,3.0,1.84,9.0,1.0,5.17,1.37,13.41,0.39
5638,10308206,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,29,6,2019,4.2,208965.0,Colony,10.0,0.0,0.0,0.0,2.5,,,,40332.0,Hard Coral,57.5,40.0,55.0,50.0,50.625,301.82,302.64,301.79,296.85,305.54,1.31,2.0,0.32,0.92,0.0,-3.765555556,2.98,13.0,6.08,31.0,6.0,5.67,3.5,19.39,2.36,-0.59,1.31,-6.37,2.3,-1.43,3.0,1.84,9.0,1.0,5.17,1.37,13.41,0.39
5638,10308208,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,19,6,2015,4.5,198592.0,Colony,10.0,10.0,10.0,10.0,10.0,,,,40335.0,Hard Coral,62.5,47.5,55.0,52.5,54.375,301.79,302.9,301.78,296.85,305.52,1.31,2.0,0.38,0.93,0.0,-3.724444444,3.0,8.0,6.25,32.0,6.0,0.0,3.52,19.54,2.35,-0.29,1.31,-6.34,2.31,-1.41,0.0,2.07,10.0,1.0,0.0,1.4,13.65,0.38
5638,10308208,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,19,6,2015,4.5,187296.0,Population,20.0,20.0,10.0,10.0,15.0,,,,40335.0,Hard Coral,62.5,47.5,55.0,52.5,54.375,301.79,302.9,301.78,296.85,305.52,1.31,2.0,0.38,0.93,0.0,-3.724444444,3.0,8.0,6.25,32.0,6.0,0.0,3.52,19.54,2.35,-0.29,1.31,-6.34,2.31,-1.41,0.0,2.07,10.0,1.0,0.0,1.4,13.65,0.38
5638,10308209,Reef_Check,4.809111111,103.6778056,103.40.669E.4.48.546N,Pacific,Central Indo-Pacific,Malaysia,,92.36,Sheltered,0.0513,49.823628,10,6,2016,4.0,198593.0,Colony,65.0,55.0,60.0,60.0,60.0,,,,40334.0,Hard Coral,67.5,65.0,75.0,52.5,65.0,301.82,303.61,301.78,296.85,305.52,1.31,2.0,0.89,0.93,0.0,-3.724444444,3.0,12.0,6.25,32.0,6.0,1.03,3.52,19.54,2.35,0.41,1.31,-6.34,2.31,-1.41,1.0,2.07,10.0,1.0,1.04,1.4,13.65,0.38
