Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
999643,10330043,AGRRA,21.52595,-82.37456667,,Atlantic,Tropical Atlantic,Cuba,Cayo Hicacos (profundo),3498.96,Exposed,0.0415,59.48127,10,3,2001,16.5,228637.0,,,,,,0.462962967,,,,,,,,,,,299.87,299.16,301.1,296.27,306.11,1.71,5.0,-0.14,0.75,0.0,-3.772222222,2.78,4.0,3.6,20.0,3.0,0.0,1.93,11.29,1.25,-4.24,1.71,-7.12,2.71,-2.29,0.0,1.25,7.0,1.0,0.0,1.02,8.56,0.34
999643,10330044,AGRRA,21.52595,-82.37456667,,Atlantic,Tropical Atlantic,Cuba,Cayo Hicacos (profundo),3498.96,Exposed,0.0415,59.48127,10,3,2001,17.0,228638.0,,,,,,0.462962967,,,,,,,,,,,299.87,299.16,301.1,296.27,306.11,1.71,5.0,-0.14,0.75,0.0,-3.772222222,2.78,4.0,3.6,20.0,3.0,0.0,1.93,11.29,1.25,-4.24,1.71,-7.12,2.71,-2.29,0.0,1.25,7.0,1.0,0.0,1.02,8.56,0.34
999643,10330045,AGRRA,21.52595,-82.37456667,,Atlantic,Tropical Atlantic,Cuba,Cayo Hicacos (profundo),3498.96,Exposed,0.0415,59.48127,10,3,2001,17.5,228639.0,,,,,,0.462962967,,,,,,,,,,,299.87,299.16,301.1,296.27,306.11,1.71,5.0,-0.14,0.75,0.0,-3.772222222,2.78,4.0,3.6,20.0,3.0,0.0,1.93,11.29,1.25,-4.24,1.71,-7.12,2.71,-2.29,0.0,1.25,7.0,1.0,0.0,1.02,8.56,0.34
999643,10330046,AGRRA,21.52595,-82.37456667,,Atlantic,Tropical Atlantic,Cuba,Cayo Hicacos (profundo),3498.96,Exposed,0.0415,59.48127,10,3,2001,20.0,228640.0,,,,,,0.462962967,,,,,,,,,,,299.87,299.16,301.1,296.27,306.11,1.71,5.0,-0.14,0.75,0.0,-3.772222222,2.78,4.0,3.6,20.0,3.0,0.0,1.93,11.29,1.25,-4.24,1.71,-7.12,2.71,-2.29,0.0,1.25,7.0,1.0,0.0,1.02,8.56,0.34
999643,10330047,AGRRA,21.52595,-82.37456667,,Atlantic,Tropical Atlantic,Cuba,Cayo Hicacos (profundo),3498.96,Exposed,0.0415,59.48127,10,3,2001,21.0,228641.0,,,,,,0.462962967,,,,,,,,,,,299.87,299.16,301.1,296.27,306.11,1.71,5.0,-0.14,0.75,0.0,-3.772222222,2.78,4.0,3.6,20.0,3.0,0.0,1.93,11.29,1.25,-4.24,1.71,-7.12,2.71,-2.29,0.0,1.25,7.0,1.0,0.0,1.02,8.56,0.34
