Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
3345,10316054,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,20,6,2010,10.0,192935.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48021.0,Hard Coral,37.5,35.0,27.5,37.5,34.375,298.93,299.29,300.54,296.26,305.33,1.43,7.0,-0.49,0.81,0.0,-3.387777778,3.28,2.0,4.14,22.0,5.0,2.41,2.36,15.44,1.71,-2.82,1.43,-5.84,3.22,-1.56,0.0,1.21,5.0,1.0,0.0,1.02,5.88,0.45
3345,10316054,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,20,6,2010,10.0,204030.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48021.0,Hard Coral,37.5,35.0,27.5,37.5,34.375,298.93,299.29,300.54,296.26,305.33,1.43,7.0,-0.49,0.81,0.0,-3.387777778,3.28,2.0,4.14,22.0,5.0,2.41,2.36,15.44,1.71,-2.82,1.43,-5.84,3.22,-1.56,0.0,1.21,5.0,1.0,0.0,1.02,5.88,0.45
3345,10316053,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,10,9,2006,10.0,192932.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48026.0,Hard Coral,52.5,25.0,35.0,45.0,39.375,299.59,299.96,300.54,296.26,305.33,1.43,4.0,1.03,0.81,0.0,-3.387777778,3.28,11.0,4.14,22.0,5.0,2.46,2.36,15.44,1.71,-2.14,1.43,-5.84,3.22,-1.56,1.0,1.21,5.0,1.0,0.0,1.02,5.88,0.45
3345,10316053,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,10,9,2006,10.0,204027.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48026.0,Hard Coral,52.5,25.0,35.0,45.0,39.375,299.59,299.96,300.54,296.26,305.33,1.43,4.0,1.03,0.81,0.0,-3.387777778,3.28,11.0,4.14,22.0,5.0,2.46,2.36,15.44,1.71,-2.14,1.43,-5.84,3.22,-1.56,1.0,1.21,5.0,1.0,0.0,1.02,5.88,0.45
3345,10316057,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,10,6,2009,12.0,192934.0,Population,1.0,0.0,0.0,0.0,0.25,,,,48025.0,Hard Coral,37.5,32.5,40.0,47.5,39.375,299.03,299.22,300.54,296.26,305.33,1.43,6.0,-0.74,0.81,0.0,-3.387777778,3.28,10.0,4.14,22.0,5.0,1.09,2.36,15.44,1.71,-2.89,1.43,-5.84,3.22,-1.56,0.0,1.21,5.0,1.0,0.0,1.02,5.88,0.45
3345,10316052,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,15,6,2012,10.0,197653.0,Population,1.0,0.0,1.0,0.0,0.5,,,,48023.0,Hard Coral,50.0,40.0,35.0,32.5,39.375,298.94,300.55,300.55,296.26,305.33,1.42,8.0,0.7,0.81,0.0,-3.41,3.27,10.0,3.89,22.0,5.0,2.53,2.29,15.16,1.65,-1.56,1.42,-5.84,3.22,-1.54,3.0,1.23,5.0,1.0,1.36,1.01,5.88,0.44
3345,10316052,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,15,6,2012,10.0,208681.0,Colony,10.0,0.0,10.0,0.0,5.0,,,,48023.0,Hard Coral,50.0,40.0,35.0,32.5,39.375,298.94,300.55,300.55,296.26,305.33,1.42,8.0,0.7,0.81,0.0,-3.41,3.27,10.0,3.89,22.0,5.0,2.53,2.29,15.16,1.65,-1.56,1.42,-5.84,3.22,-1.54,3.0,1.23,5.0,1.0,1.36,1.01,5.88,0.44
3345,10316057,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,10,6,2009,12.0,204029.0,Colony,50.0,0.0,0.0,0.0,12.5,,,,48025.0,Hard Coral,37.5,32.5,40.0,47.5,39.375,299.03,299.22,300.54,296.26,305.33,1.43,6.0,-0.74,0.81,0.0,-3.387777778,3.28,10.0,4.14,22.0,5.0,1.09,2.36,15.44,1.71,-2.89,1.43,-5.84,3.22,-1.56,0.0,1.21,5.0,1.0,0.0,1.02,5.88,0.45
3345,10316056,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,7,6,2011,10.0,192936.0,Population,5.0,5.0,5.0,5.0,5.0,,,,48024.0,Hard Coral,55.0,52.5,35.0,42.5,46.25,299.17,301.7,300.54,296.26,305.33,1.43,6.0,1.45,0.81,0.0,-3.387777778,3.28,19.0,4.14,22.0,5.0,4.88,2.36,15.44,1.71,-0.41,1.43,-5.84,3.22,-1.56,1.0,1.21,5.0,1.0,1.03,1.02,5.88,0.45
3345,10316056,Reef_Check,-16.95369444,177.3199722,177.19.199E.16.57.221S,Pacific,Central Indo-Pacific,Fiji,,1049.39,Exposed,0.0444,47.599314,7,6,2011,10.0,204031.0,Colony,25.0,25.0,25.0,25.0,25.0,,,,48024.0,Hard Coral,55.0,52.5,35.0,42.5,46.25,299.17,301.7,300.54,296.26,305.33,1.43,6.0,1.45,0.81,0.0,-3.387777778,3.28,19.0,4.14,22.0,5.0,4.88,2.36,15.44,1.71,-0.41,1.43,-5.84,3.22,-1.56,1.0,1.21,5.0,1.0,1.03,1.02,5.88,0.45
