Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
8020,10311859,Reef_Check,22.82972222,121.1888889,121.11.20E.22.49.47N,Pacific,Temperate Northern Pacific,Taiwan,,187.72,Exposed,0.0493,57.165274,23,9,2017,4.0,189801.0,Population,0.0,0.0,0.0,0.0,0.0,,,,43886.0,Hard Coral,20.0,35.0,22.5,32.5,27.5,262.15,302.0,299.6666667,295.1,304.2433333,1.776666667,4.0,0.89,0.856666667,0.0,-2.973333333,2.736666667,7.333333333,5.646666667,27.33333333,6.0,0.93,3.013333333,17.24,2.096666667,0.183333333,1.776666667,-6.706666667,2.416666667,-2.133333333,0.333333333,1.093333333,5.0,0.0,0.356666667,0.766666667,6.196666667,0.233333333
8020,10311859,Reef_Check,22.82972222,121.1888889,121.11.20E.22.49.47N,Pacific,Temperate Northern Pacific,Taiwan,,187.72,Exposed,0.0493,57.165274,23,9,2017,4.0,201002.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,43886.0,Hard Coral,20.0,35.0,22.5,32.5,27.5,262.15,302.0,299.6666667,295.1,304.2433333,1.776666667,4.0,0.89,0.856666667,0.0,-2.973333333,2.736666667,7.333333333,5.646666667,27.33333333,6.0,0.93,3.013333333,17.24,2.096666667,0.183333333,1.776666667,-6.706666667,2.416666667,-2.133333333,0.333333333,1.093333333,5.0,0.0,0.356666667,0.766666667,6.196666667,0.233333333
8020,10311860,Reef_Check,22.82972222,121.1888889,121.11.20E.22.49.47N,Pacific,Temperate Northern Pacific,Taiwan,,187.72,Exposed,0.0493,57.165274,14,8,2010,4.5,189800.0,Population,0.0,0.0,0.0,0.0,0.0,,,,43887.0,Hard Coral,40.0,60.0,7.5,7.5,28.75,262.15,301.1566667,299.6666667,295.1,304.2433333,1.776666667,4.0,-0.64,0.856666667,0.0,-2.973333333,2.736666667,5.0,5.646666667,27.33333333,6.0,0.716666667,3.013333333,17.24,2.096666667,-0.656666667,1.776666667,-6.706666667,2.416666667,-2.133333333,1.666666667,1.093333333,5.0,0.0,0.0,0.766666667,6.196666667,0.233333333
8020,10311860,Reef_Check,22.82972222,121.1888889,121.11.20E.22.49.47N,Pacific,Temperate Northern Pacific,Taiwan,,187.72,Exposed,0.0493,57.165274,14,8,2010,4.5,201001.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,43887.0,Hard Coral,40.0,60.0,7.5,7.5,28.75,262.15,301.1566667,299.6666667,295.1,304.2433333,1.776666667,4.0,-0.64,0.856666667,0.0,-2.973333333,2.736666667,5.0,5.646666667,27.33333333,6.0,0.716666667,3.013333333,17.24,2.096666667,-0.656666667,1.776666667,-6.706666667,2.416666667,-2.133333333,1.666666667,1.093333333,5.0,0.0,0.0,0.766666667,6.196666667,0.233333333
8020,10311862,Reef_Check,22.82972222,121.1888889,121.11.2E.22.49.47N,Pacific,Temperate Northern Pacific,Taiwan,,187.72,Exposed,0.0493,57.165274,14,8,2010,1.5,,,,,,,,,,,43889.0,Hard Coral,57.5,45.0,45.0,10.0,39.375,262.15,301.1566667,299.6666667,295.1,304.2433333,1.776666667,4.0,-0.64,0.856666667,0.0,-2.973333333,2.736666667,5.0,5.646666667,27.33333333,6.0,0.716666667,3.013333333,17.24,2.096666667,-0.656666667,1.776666667,-6.706666667,2.416666667,-2.133333333,1.666666667,1.093333333,5.0,0.0,0.0,0.766666667,6.196666667,0.233333333
