Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
999663,10330079,AGRRA,21.96048333,-81.46685,,Atlantic,Tropical Atlantic,Cuba,Cayo Sigua - Cayo Diego Pérez 1 (cresta),10587.83,Exposed,0.089,54.937607,17,3,2001,0.3,228673.0,,,,,,0.0,,,,,,,,,,,300.15,299.17,301.14,296.5,306.11,1.96,5.0,-0.08,0.78,0.0,-3.627777778,2.53,4.0,4.39,25.0,4.0,0.0,2.33,12.72,1.52,-4.52,1.96,-7.19,2.41,-2.54,1.0,1.05,6.0,0.0,0.0,0.84,6.63,0.26
999663,10330080,AGRRA,21.96048333,-81.46685,,Atlantic,Tropical Atlantic,Cuba,Cayo Sigua - Cayo Diego Pérez 1 (cresta),10587.83,Exposed,0.089,54.937607,17,3,2001,0.5,228674.0,,,,,,0.0,,,,,,,,,,,300.15,299.17,301.14,296.5,306.11,1.96,5.0,-0.08,0.78,0.0,-3.627777778,2.53,4.0,4.39,25.0,4.0,0.0,2.33,12.72,1.52,-4.52,1.96,-7.19,2.41,-2.54,1.0,1.05,6.0,0.0,0.0,0.84,6.63,0.26
999663,10330081,AGRRA,21.96048333,-81.46685,,Atlantic,Tropical Atlantic,Cuba,Cayo Sigua - Cayo Diego Pérez 1 (cresta),10587.83,Exposed,0.089,54.937607,17,3,2001,1.0,228675.0,,,,,,0.0,,,,,,,,,,,300.15,299.17,301.14,296.5,306.11,1.96,5.0,-0.08,0.78,0.0,-3.627777778,2.53,4.0,4.39,25.0,4.0,0.0,2.33,12.72,1.52,-4.52,1.96,-7.19,2.41,-2.54,1.0,1.05,6.0,0.0,0.0,0.84,6.63,0.26
999663,10330082,AGRRA,21.96048333,-81.46685,,Atlantic,Tropical Atlantic,Cuba,Cayo Sigua - Cayo Diego Pérez 1 (cresta),10587.83,Exposed,0.089,54.937607,17,3,2001,1.5,228676.0,,,,,,0.0,,,,,,,,,,,300.15,299.17,301.14,296.5,306.11,1.96,5.0,-0.08,0.78,0.0,-3.627777778,2.53,4.0,4.39,25.0,4.0,0.0,2.33,12.72,1.52,-4.52,1.96,-7.19,2.41,-2.54,1.0,1.05,6.0,0.0,0.0,0.84,6.63,0.26
