Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Reef_ID,Ocean_Name,Realm_Name,Country_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Bleaching_ID,Bleaching_Level,S1,S2,S3,S4,Percent_Bleached_Sum,Severity_Code,Bleaching_Prevalence_Score,Code_Comment,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,Percent_Cover_Sum,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
3012,10317013,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,1,9,2007,10.0,193383.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48949.0,Hard Coral,10.0,22.5,17.5,12.5,15.625,299.26,300.94,297.15,291.73,302.88,2.16,6.0,1.04,0.94,0.0,-3.5,4.47,11.0,6.67,36.0,6.0,14.39,3.95,24.32,2.44,1.02,2.16,-8.18,2.96,-2.75,6.0,2.4,10.0,2.0,10.25,1.99,13.16,0.72
3012,10317013,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,1,9,2007,10.0,204466.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48949.0,Hard Coral,10.0,22.5,17.5,12.5,15.625,299.26,300.94,297.15,291.73,302.88,2.16,6.0,1.04,0.94,0.0,-3.5,4.47,11.0,6.67,36.0,6.0,14.39,3.95,24.32,2.44,1.02,2.16,-8.18,2.96,-2.75,6.0,2.4,10.0,2.0,10.25,1.99,13.16,0.72
3012,10317014,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,13,8,2009,10.0,193384.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48950.0,Hard Coral,32.5,20.0,15.0,5.0,18.125,299.61,301.48,297.15,291.73,302.88,2.16,6.0,1.59,0.94,0.0,-3.5,4.47,8.0,6.67,36.0,6.0,5.99,3.95,24.32,2.44,1.56,2.16,-8.18,2.96,-2.75,6.0,2.4,10.0,2.0,4.13,1.99,13.16,0.72
3012,10317014,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,13,8,2009,10.0,204467.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48950.0,Hard Coral,32.5,20.0,15.0,5.0,18.125,299.61,301.48,297.15,291.73,302.88,2.16,6.0,1.59,0.94,0.0,-3.5,4.47,8.0,6.67,36.0,6.0,5.99,3.95,24.32,2.44,1.56,2.16,-8.18,2.96,-2.75,6.0,2.4,10.0,2.0,4.13,1.99,13.16,0.72
3012,10317015,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,13,9,2009,5.0,193385.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48945.0,Hard Coral,20.0,22.5,30.0,20.0,23.125,298.81,300.01,297.15,291.73,302.88,2.16,6.0,0.23,0.94,0.0,-3.5,4.47,7.0,6.67,36.0,6.0,7.48,3.95,24.32,2.44,0.09,2.16,-8.18,2.96,-2.75,5.0,2.4,10.0,2.0,6.73,1.99,13.16,0.72
3012,10317015,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,13,9,2009,5.0,204468.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48945.0,Hard Coral,20.0,22.5,30.0,20.0,23.125,298.81,300.01,297.15,291.73,302.88,2.16,6.0,0.23,0.94,0.0,-3.5,4.47,7.0,6.67,36.0,6.0,7.48,3.95,24.32,2.44,0.09,2.16,-8.18,2.96,-2.75,5.0,2.4,10.0,2.0,6.73,1.99,13.16,0.72
3012,10317012,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,9,9,2011,10.0,193389.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48947.0,Hard Coral,40.0,25.0,27.5,7.5,25.0,298.81,300.06,297.15,291.73,302.88,2.16,5.0,0.25,0.94,0.0,-3.5,4.47,14.0,6.67,36.0,6.0,1.2,3.95,24.32,2.44,0.14,2.16,-8.18,2.96,-2.75,1.0,2.4,10.0,2.0,0.0,1.99,13.16,0.72
3012,10317012,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,9,9,2011,10.0,204472.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48947.0,Hard Coral,40.0,25.0,27.5,7.5,25.0,298.81,300.06,297.15,291.73,302.88,2.16,5.0,0.25,0.94,0.0,-3.5,4.47,14.0,6.67,36.0,6.0,1.2,3.95,24.32,2.44,0.14,2.16,-8.18,2.96,-2.75,1.0,2.4,10.0,2.0,0.0,1.99,13.16,0.72
3012,10317016,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,24,8,2010,10.0,193386.0,Population,0.0,0.0,0.0,0.0,0.0,,,,48946.0,Hard Coral,50.0,32.5,22.5,10.0,28.75,299.45,302.07,297.15,291.73,302.88,2.16,6.0,2.15,0.94,0.0,-3.5,4.47,28.0,6.67,36.0,6.0,9.05,3.95,24.32,2.44,2.14,2.16,-8.18,2.96,-2.75,5.0,2.4,10.0,2.0,7.21,1.99,13.16,0.72
3012,10317016,Reef_Check,28.42708333,34.45611111,34.27.22E.28.25.37.46N,Red Sea,Western Indo-Pacific,Egypt,,15.17,Sheltered,0.0616,47.944448,24,8,2010,10.0,204469.0,Colony,0.0,0.0,0.0,0.0,0.0,,,,48946.0,Hard Coral,50.0,32.5,22.5,10.0,28.75,299.45,302.07,297.15,291.73,302.88,2.16,6.0,2.15,0.94,0.0,-3.5,4.47,28.0,6.67,36.0,6.0,9.05,3.95,24.32,2.44,2.14,2.16,-8.18,2.96,-2.75,5.0,2.4,10.0,2.0,7.21,1.99,13.16,0.72
